,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff,testId,instanceId
3783,3,False,experiment.drivers.AlejaStackTestDriver@66133adc,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:23c48328-db01-4e07-a1e2-4334fc75746e,1607319035829:b7545400-5418-46b6-b67c-143e9055f608
3789,1,False,experiment.drivers.AlejaStackTestDriver@7bfcd12c,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:23c48328-db01-4e07-a1e2-4334fc75746e,1607319035829:b7545400-5418-46b6-b67c-143e9055f608
3822,1,False,experiment.drivers.AlejaStackTestDriver@42f30e0a,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9560ac9a-e005-421d-a2fe-e65e0c9afe19,1607319035829:0a827d7a-1c4d-49bb-bc19-556fb9776c44
3832,2,False,experiment.drivers.AlejaStackTestDriver@24273305,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9560ac9a-e005-421d-a2fe-e65e0c9afe19,1607319035829:0a827d7a-1c4d-49bb-bc19-556fb9776c44
3835,3,False,experiment.drivers.AlejaStackTestDriver@24273305,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9560ac9a-e005-421d-a2fe-e65e0c9afe19,1607319035829:630335b0-ca07-4796-b143-533d0ffcb688
3865,2,False,experiment.drivers.AlejaStackTestDriver@5b1d2887,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:6b4212f6-8be2-4ddb-87de-73074e9c20e9
3882,3,False,experiment.drivers.AlejaStackTestDriver@46f5f779,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:ccf81068-9514-4737-9481-54720d57c7cf
3883,2,False,experiment.drivers.AlejaStackTestDriver@46f5f779,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:25a65a45-947b-4741-9a25-9c9645e0b87a
3900,1,False,experiment.drivers.AlejaStackTestDriver@1c2c22f3,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:a2b233a7-6a34-4629-acc9-5bcb58972d3c
3905,3,False,experiment.drivers.AlejaStackTestDriver@1c2c22f3,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:25a65a45-947b-4741-9a25-9c9645e0b87a
3906,2,False,experiment.drivers.AlejaStackTestDriver@1c2c22f3,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:4b5fb15a-6b7b-411b-a84c-6073a67d9c3a,1607319035829:6b4212f6-8be2-4ddb-87de-73074e9c20e9
3931,2,False,experiment.drivers.AlejaStackTestDriver@18e8568,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:3550b5f3-904b-4e30-b2d6-6c49bb9ae63b,1607319035829:d0247542-b336-41b3-9c58-9c2df7bb869b
3942,1,False,experiment.drivers.AlejaStackTestDriver@33e5ccce,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:3550b5f3-904b-4e30-b2d6-6c49bb9ae63b,1607319035829:42306565-cdec-452b-bcca-96334c5ad44d
3943,2,False,experiment.drivers.AlejaStackTestDriver@33e5ccce,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:3550b5f3-904b-4e30-b2d6-6c49bb9ae63b,1607319035829:d0247542-b336-41b3-9c58-9c2df7bb869b
3950,1,False,experiment.drivers.AlejaStackTestDriver@33e5ccce,class experiment.drivers.AlejaStackTestDriver,pop,none,No,1607319035829:3550b5f3-904b-4e30-b2d6-6c49bb9ae63b,1607319035829:a6587654-34c1-44c3-a6a7-d099e226fca0
3958,2,False,experiment.drivers.AlejaStackTestDriver@5a42bbf4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:3550b5f3-904b-4e30-b2d6-6c49bb9ae63b,1607319035829:a6587654-34c1-44c3-a6a7-d099e226fca0
3976,1,False,experiment.drivers.AlejaStackTestDriver@270421f5,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:078782e6-a19f-4e9f-87b8-0a43fb9249c7,1607319035829:62f0d15e-8de8-415d-b065-ca6064129b17
4000,1,False,experiment.drivers.AlejaStackTestDriver@52d455b8,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:078782e6-a19f-4e9f-87b8-0a43fb9249c7,1607319035829:5b365fc3-8e91-477e-bafa-ad51c096a720
4001,1,False,experiment.drivers.AlejaStackTestDriver@4f4a7090,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:078782e6-a19f-4e9f-87b8-0a43fb9249c7,1607319035829:199a2741-7317-4ecf-b365-27cbeaa803f9
4017,1,False,experiment.drivers.AlejaStackTestDriver@18ef96,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:1fb78fc2-7276-448f-a903-4d67b573fa09,1607319035829:2337dd0f-4075-469e-ad99-bcb243de1377
4034,1,False,experiment.drivers.AlejaStackTestDriver@6956de9,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:1fb78fc2-7276-448f-a903-4d67b573fa09,1607319035829:30f520ef-3ee3-442e-926b-bf1527b82b9d
4039,2,False,experiment.drivers.AlejaStackTestDriver@6956de9,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:1fb78fc2-7276-448f-a903-4d67b573fa09,1607319035829:af5d884c-8798-4e08-9788-91253ef630a0
4055,1,False,experiment.drivers.AlejaStackTestDriver@769c9116,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:1fb78fc2-7276-448f-a903-4d67b573fa09,1607319035829:7a3eab59-bc95-4582-bd51-f69f171159c4
4065,1,False,experiment.drivers.AlejaStackTestDriver@6aceb1a5,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9b847380-209a-4248-9980-d5e0ed09a551,1607319035829:5b04c17d-d2d4-43c1-b79a-4e41449fe87f
4088,1,False,experiment.drivers.AlejaStackTestDriver@2d6d8735,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9b847380-209a-4248-9980-d5e0ed09a551,1607319035829:a54d32a0-f834-4b9f-8ded-28815651592b
4105,3,False,experiment.drivers.AlejaStackTestDriver@ba4d54,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:129e1231-b959-47c6-bef3-cc9e7dd90766,1607319035829:b48a6124-84eb-43aa-af52-35d2cb49664d
4106,2,False,-1,class java.lang.Integer,push,class java.lang.Integer,No,1607319035829:129e1231-b959-47c6-bef3-cc9e7dd90766,1607319035829:c6a6d762-b11f-4858-852e-2aef2a292304
4128,1,False,experiment.drivers.AlejaStackTestDriver@12bc6874,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:35036ac2-7974-436f-8aba-1983609bd761,1607319035829:26990179-c3f9-444c-8458-a779aa5fb65a
4130,2,False,experiment.drivers.AlejaStackTestDriver@12bc6874,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:35036ac2-7974-436f-8aba-1983609bd761,1607319035829:a6b410a1-634b-46b8-85f8-4cc7a3e64861
4131,1,False,experiment.drivers.AlejaStackTestDriver@de0a01f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:35036ac2-7974-436f-8aba-1983609bd761,1607319035829:0a4f9489-d1e1-4034-8e88-ca26b514e2f6
4152,2,False,experiment.drivers.AlejaStackTestDriver@4c75cab9,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:97852ab5-1029-4720-bef8-9f198ae5f350,1607319035829:27acc6c7-7a13-4fae-a55c-f5b51bd65744
4170,1,False,experiment.drivers.AlejaStackTestDriver@1ef7fe8e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f2cbc840-36fe-48d6-abda-17654ce7c427,1607319035829:07159190-cf5d-4096-9038-a926ae2233d2
4172,1,False,experiment.drivers.AlejaStackTestDriver@6f79caec,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f2cbc840-36fe-48d6-abda-17654ce7c427,1607319035829:a4fa383b-292c-4a20-87c5-d63d725b684f
4182,1,False,experiment.drivers.AlejaStackTestDriver@67117f44,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:73000882-3c8e-44fa-9833-6e3490a348b1,1607319035829:f4983688-15c9-4371-be8e-d51ad680119d
4194,3,False,experiment.drivers.AlejaStackTestDriver@5d3411d,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:4845b0ad-dc94-4da3-b3e3-8bc55220f1b6
4217,3,False,experiment.drivers.AlejaStackTestDriver@2471cca7,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:6a209d85-efc4-49af-8f15-4ab8cb68d4df
4218,2,False,experiment.drivers.AlejaStackTestDriver@2471cca7,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:cd708bbb-d6f7-4d7d-8296-f529145469e6
4235,1,False,experiment.drivers.AlejaStackTestDriver@5fe5c6f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:9dabf01f-589e-41c4-90f8-497a39aecc5d
4240,3,False,experiment.drivers.AlejaStackTestDriver@5fe5c6f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:cd708bbb-d6f7-4d7d-8296-f529145469e6
4252,1,False,experiment.drivers.AlejaStackTestDriver@6979e8cb,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:2e1e350a-bad2-4bc5-aaf6-563b84e36f14
4254,2,False,experiment.drivers.AlejaStackTestDriver@6979e8cb,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:c7b0454a-cc09-4f36-8dcd-615f8e55a141,1607319035829:4845b0ad-dc94-4da3-b3e3-8bc55220f1b6
4263,1,False,experiment.drivers.AlejaStackTestDriver@763d9750,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9cf50383-e061-41c2-8313-c520a42c43c2,1607319035829:df97730f-3442-43e8-a9ce-2fe90f532769
4276,1,False,experiment.drivers.AlejaStackTestDriver@5c0369c4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:9cf50383-e061-41c2-8313-c520a42c43c2,1607319035829:4bae5532-d042-4cc1-9d6a-5ad7f33f7d47
4287,1,False,experiment.drivers.AlejaStackTestDriver@2be94b0f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f942587c-c25b-458f-8d25-5d6d437ce00d,1607319035829:7c7616a2-307f-4dd9-a11c-eb0f501939fa
4310,1,False,experiment.drivers.AlejaStackTestDriver@d70c109,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f942587c-c25b-458f-8d25-5d6d437ce00d,1607319035829:1bf6ed88-b953-42c9-b6e4-a65798fb09ca
4326,3,False,experiment.drivers.AlejaStackTestDriver@17ed40e0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f942587c-c25b-458f-8d25-5d6d437ce00d,1607319035829:2607203b-75d8-44ae-9bb8-9423e121db5c
4327,1,False,experiment.drivers.AlejaStackTestDriver@50675690,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:f942587c-c25b-458f-8d25-5d6d437ce00d,1607319035829:7c7616a2-307f-4dd9-a11c-eb0f501939fa
4336,3,False,experiment.drivers.AlejaStackTestDriver@31b7dea0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:6322c3a0-0f96-4945-916d-cbe225cf8286,1607319035829:cb6746f6-d217-40f2-b9f3-bb7d7a815123
4359,1,False,experiment.drivers.AlejaStackTestDriver@3ac42916,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:6322c3a0-0f96-4945-916d-cbe225cf8286,1607319035829:fbed27dd-f7ec-47d1-aaf1-9562990df68f
4375,3,False,experiment.drivers.AlejaStackTestDriver@47d384ee,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:6322c3a0-0f96-4945-916d-cbe225cf8286,1607319035829:6fa48cda-0a8f-4f01-a6ed-dc3ac00240ab
4376,3,False,experiment.drivers.AlejaStackTestDriver@2d6a9952,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035829:6322c3a0-0f96-4945-916d-cbe225cf8286,1607319035829:89d31df0-d179-4769-be5d-259e8bb91caa
4406,1,False,experiment.drivers.AlejaStackTestDriver@22a71081,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:551a05fc-5840-40e5-b6b2-6152b7db7c25,1607319035844:c93e5cc7-475f-4c79-b9df-bcc050a91975
4423,1,False,experiment.drivers.AlejaStackTestDriver@3930015a,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:551a05fc-5840-40e5-b6b2-6152b7db7c25,1607319035844:7bfbe03a-5a9d-4c10-8a88-f493943a9b39
4433,2,False,experiment.drivers.AlejaStackTestDriver@629f0666,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:551a05fc-5840-40e5-b6b2-6152b7db7c25,1607319035844:7bfbe03a-5a9d-4c10-8a88-f493943a9b39
4434,4,False,experiment.drivers.AlejaStackTestDriver@629f0666,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:551a05fc-5840-40e5-b6b2-6152b7db7c25,1607319035844:3b5389a9-2950-4b66-9928-5e58aa16b142
4435,3,False,experiment.drivers.AlejaStackTestDriver@629f0666,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:551a05fc-5840-40e5-b6b2-6152b7db7c25,1607319035844:4d49fa0e-23c9-4f61-a326-7ccee8a20dfc
4454,2,False,experiment.drivers.AlejaStackTestDriver@1bc6a36e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:e5845e41-d0ee-49cc-9f98-ec84a65167b0
4464,3,False,experiment.drivers.AlejaStackTestDriver@1ff8b8f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:afc9830a-a6b3-410e-ac05-e322c76104bc
4487,1,False,experiment.drivers.AlejaStackTestDriver@387c703b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:ff3d8e1a-4336-4de7-b513-77a2c2c9f654
4503,3,False,experiment.drivers.AlejaStackTestDriver@224aed64,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:da0154bf-e5ba-4a5b-a682-9b9c4b722158
4504,3,False,experiment.drivers.AlejaStackTestDriver@c39f790,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:98f39399-4f01-4bc3-a12f-659dce9ad3a0
4505,2,False,experiment.drivers.AlejaStackTestDriver@c39f790,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:f928a843-4f51-4d78-9d55-f0a8a3b58079,1607319035844:e5845e41-d0ee-49cc-9f98-ec84a65167b0
4519,2,False,10,class java.lang.Integer,push,class java.lang.Integer,No,1607319035844:1be66f31-aad6-4f00-acaf-5b92d8c6adf3,1607319035844:8be7d791-da1d-477b-9331-b2ab5c0018d9
4529,3,False,experiment.drivers.AlejaStackTestDriver@71e7a66b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:96e4d912-6a52-4b08-969e-743450e629c7,1607319035844:746501e9-2750-4cfc-baa8-8bec433adb0a
4559,1,False,experiment.drivers.AlejaStackTestDriver@2ac1fdc4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:5009b43b-c040-4067-85de-6e5ca2df917c,1607319035844:7b69037e-26c9-4490-893d-aafc8d3cf749
4572,1,False,experiment.drivers.AlejaStackTestDriver@5f150435,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:58175f84-6696-433a-b529-97963933c136,1607319035844:480d8b87-b620-40ef-83a6-b30a8b71c560
4574,2,False,experiment.drivers.AlejaStackTestDriver@5f150435,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:58175f84-6696-433a-b529-97963933c136,1607319035844:cd137963-98cb-44fb-a867-a1b929035ce4
4575,1,False,experiment.drivers.AlejaStackTestDriver@1c53fd30,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:58175f84-6696-433a-b529-97963933c136,1607319035844:c221ec66-4c28-40fc-8a11-e3f26132ee37
4589,1,False,experiment.drivers.AlejaStackTestDriver@50cbc42f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:58175f84-6696-433a-b529-97963933c136,1607319035844:cd137963-98cb-44fb-a867-a1b929035ce4
4605,3,False,experiment.drivers.AlejaStackTestDriver@75412c2f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:6abf0884-0531-428a-bf15-a8e08fa7af8d
4606,2,False,experiment.drivers.AlejaStackTestDriver@75412c2f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:bf75c11c-1636-4e00-b3f2-48f83a3cd7da
4623,1,False,experiment.drivers.AlejaStackTestDriver@282ba1e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:d79023ea-380d-4fa2-9eaa-b2c8171aa1b4
4628,3,False,experiment.drivers.AlejaStackTestDriver@282ba1e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:bf75c11c-1636-4e00-b3f2-48f83a3cd7da
4650,1,False,experiment.drivers.AlejaStackTestDriver@13b6d03,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:10de3ec8-2ed8-46ec-a979-7af7daecb57d
4657,4,False,experiment.drivers.AlejaStackTestDriver@f5f2bb7,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:bf75c11c-1636-4e00-b3f2-48f83a3cd7da
4658,3,False,experiment.drivers.AlejaStackTestDriver@282ba1e,class experiment.drivers.AlejaStackTestDriver,pop,none,No,1607319035844:7e5e39d1-887c-4368-9791-68abbc3b459d,1607319035844:bf75c11c-1636-4e00-b3f2-48f83a3cd7da
4683,1,False,experiment.drivers.AlejaStackTestDriver@73035e27,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035844:fb80b324-47f3-4b5d-a13b-7b0dbe64c015,1607319035844:6872ccc4-56a4-4faf-b770-1c91c1b24d88
